"","orig.ident","nCount_RNA","nFeature_RNA","percent_mt","percent_ERCC","S.Score","G2M.Score","Phase","old.ident"
"LZXFHC","XRA",450373,1949,6.28168207241553,0,-0.00589701951007923,-0.0386867958881129,"G1","XRA"
"MKEFID","XRA",645007,2374,6.82938324700352,0.0268214143412397,-0.0916145778857985,-0.0287094333656172,"G1","XRA"
"CKELMD","XRA",218891,766,0,0,0.0210694372425503,0.00598557747546247,"S","XRA"
"PXKJJE","XRA",131172,756,0.00609886256213216,0,0.0144161178797245,-0.0433593035590594,"S","XRA"
"QYGGWS","XRA",361410,1549,10.8334025068482,0,-0.0402596750001417,-0.0409389613002544,"G1","XRA"
"DDQNRW","XRA",157149,1234,0.24880845566946,0,-0.0648146545441782,-0.0164871433018284,"G1","XRA"
"QOXHMY","XRA",40754,652,8.05319723217353,0.0245374687147274,0.0329748137534848,-0.0196465925106865,"S","XRA"
"DEXNEO","XRA",66086,867,8.90203674000545,0,-0.0670631741950398,-0.0600556045861867,"G1","XRA"
"OXSOLC","XRA",117034,756,9.71427106652768,0,-0.0403048414371447,-0.0498549471630582,"G1","XRA"
"REMEDK","XRA",592498,1530,9.74838733632856,0,0.0244522931552461,-0.0163947390289172,"S","XRA"
"GSGYTV","XRA",514011,2831,8.0758972084255,0,0.0116555434332446,-0.053481690076764,"S","XRA"
"OZVWGT","XRA",718414,2566,9.06830880244539,0,-0.0463951055790729,-0.0745207203610922,"G1","XRA"
"MNOQBR","XRA",7313,399,1.25803363872556,0,0.00795467077546294,-0.011547746910559,"S","XRA"
"TCBDWV","XRA",517656,1539,8.10403047583724,0,-0.0672471294529647,0.0312473047798447,"G2M","XRA"
"WACOCS","XRA",587055,2387,4.72357785897403,0.0105611910298013,-0.0130697097842668,0.00810621954434593,"G2M","XRA"
"SUQNLA","XRA",319700,1257,13.8479824835784,0.0566155771035346,-0.0677022991344097,-0.0432051381938832,"G1","XRA"
"FIOULR","XRA",479541,1835,1.61800555114161,0,0.0631557013228659,-0.0112993856087645,"S","XRA"
"FVHOKH","XRA",474488,1086,14.4863516042555,0,0.0554869326303023,-0.0482619504457421,"S","XRA"
"GYQCYX","XRA",610010,2393,13.6274815166964,0,-0.0405737506299824,-0.0358397041933095,"G1","XRA"
"XSROKW","XRA",393239,1211,11.471649556631,0,0.0874783520015052,-0.0159293670085686,"S","XRA"
"BHETDE","XRA",10037,246,11.4177543090565,0,0.0781877258550173,-0.0317928509697346,"S","XRA"
"MAZCCI","XRA",682013,2182,4.24038837969364,0.0299114533007435,-0.0389760443887355,-0.0539914172576486,"G1","XRA"
"DZKGJD","XRA",339572,999,11.4726773703368,0,0.157633634532255,-0.0578901612301926,"S","XRA"
"HGEAVP","XRA",738875,2595,9.27382845542209,0,0.0214524284204799,-0.0766354815036886,"S","XRA"
"OSBNJL","XRA",512517,1415,9.14096508018271,0,-0.0131997193625642,0.0530946232388035,"G2M","XRA"
"OQUWBW","XRA",138408,747,7.58987919773424,0,0.0810555670625165,-0.0438057579810981,"S","XRA"
"YYBGMC","XRA",720051,2389,8.0423470004208,0,-0.086379920698837,0.0452875464146175,"G2M","XRA"
"FFFAGC","XRA",436303,1368,9.00727246890349,0,-0.0548168070132173,0.0411958720368145,"G2M","XRA"
"CHLSAY","XRA",557876,1841,7.82987617319978,0,-0.00854743436111687,-0.0320449888320454,"G1","XRA"
"UXIIDY","XRA",8489,489,2.57980916480151,0.0117799505242078,0.0142624576376569,-0.00257977327597286,"S","XRA"
"GABYBU","XRA",442901,1478,11.3316519944638,0,0.0182911459073336,-0.0383727606921081,"S","XRA"
"SKKZFO","XRA",342379,1467,7.00364216263264,0,-0.0506026279021769,0.0470303161518608,"G2M","XRA"
"ZOQUWB","XRA",300030,1596,7.70656267706563,0,0.00592668398295952,-0.0437135436797486,"S","XRA"
"XEKMJS","XRA",469425,2375,14.3288065186132,0,-0.0573039692754058,0.0476609832473999,"G2M","XRA"
"TIZGVK","XRA",703553,1421,14.935193226381,0,0.0727226869160968,0.0395191842931074,"S","XRA"
"CUNQIH","XRA",354767,1341,13.2281187370866,0,0.0528196433141776,0.0294412068027863,"S","XRA"
"UIMDQU","XRA",579925,1450,7.31715308013967,0,0.145978984385544,0.0128842388320688,"S","XRA"
"XGNWDQ","XRA",839167,2892,10.9827960346391,0.0246673189007671,0.043306569666829,-0.00262721316650577,"S","XRA"
"VZESCK","XRA",355805,913,12.506850662582,0,-0.0340744522064885,0.00526339368365927,"G2M","XRA"
"INJLTA","XRA",155956,1414,8.16512349637077,0.0987458000974634,-0.0142628898976065,0.0176919055608245,"G2M","XRA"
"BJRNPU","XRA",387496,959,10.7430786382311,0,0.0191451733945953,0.0308640023080984,"G2M","XRA"
"VVXSXU","XRA",632579,1629,7.64742427428037,0.0455279103479565,-0.0661043848166621,-0.0639177233847289,"G1","XRA"
"FAJXVW","XRA",168545,619,14.5272775816548,0,0.0527559060753658,-0.0385718771148637,"S","XRA"
"SYJMTT","XRA",625206,2463,7.18883056144695,0,-0.0947151178525204,-0.0298922137082285,"G1","XRA"
"HAENJB","XRA",8951,470,1.75399396715451,0,-0.0365054837504782,0.0487383424360059,"G2M","XRA"
"SXLWTJ","XRA",551909,2703,9.45010862297951,0.00561686799816636,-0.0846261197932781,-0.0729257974814735,"G1","XRA"
"PXIKBM","XRA",29947,656,1.50933315524093,0,-0.035437621859998,-0.0143727232933108,"G1","XRA"
"TLMTHE","XRA",462258,1457,8.16881481769921,0,-0.0223899571191061,-0.00698911931152114,"G1","XRA"
"NEIAWQ","XRA",350748,1402,11.4432584077457,0,-0.0527212069357098,-0.0642370020567403,"G1","XRA"
"IHRKRB","XRA",481303,1367,10.0508411541171,0,-0.0602772483718354,0.0033652989042829,"G2M","XRA"
"XYLBRE","XRA",562842,1375,11.5963272108336,0,-0.0544268816461159,-0.0316330003947087,"G1","XRA"
"PCRXTI","XRA",280550,897,14.429513455712,0.0281589734450187,-0.028935529339132,-0.0475255680809001,"G1","XRA"
"QAXDCF","XRA",353968,1059,7.89026126655517,0,-0.058466059100117,0.0777503230320913,"G2M","XRA"
"WMHHBZ","XRA",639721,1477,9.84976263089691,0,0.127891196042087,0.0240859178000844,"S","XRA"
"PMROMP","XRA",15507,666,10.6081124653382,0,-0.0342263541731485,0.0103669077869014,"G2M","XRA"
"VBUJGM","XRA",568913,1187,12.9160346133767,0,-0.0353457711600092,0.0513225846234864,"G2M","XRA"
"PGESYL","XRA",623184,1238,6.53145780379471,0,-0.0181759314514965,-0.0027128639945572,"G1","XRA"
"GFVSLC","XRA",578073,1911,9.42009054219796,0,-0.020807763294166,-0.017604622653992,"G1","XRA"
"FEMJSN","XRA",193150,1992,11.477090344292,0.0305462076106653,-0.0168116430598963,-0.0866218436362071,"G1","XRA"
"KHPBKL","XRA",615634,1781,8.99771617551987,0,-0.0644358419865269,0.0133218676931289,"G2M","XRA"
"SXZAUT","XRA",678625,2159,6.61440412599005,0.0163566034260453,0.0232719537574589,-0.0248208791509595,"S","XRA"
"DRVRSQ","XRA",759834,2232,4.85040153507213,0,-0.0247727368866566,-0.0031816704406193,"G1","XRA"
"ZSWXCD","XRA",588801,1402,9.87141665859942,0,0.00891344959344981,-0.00810296424117112,"S","XRA"
"UMEROU","XRA",390315,2809,5.80403007827011,0.000256203322957099,-0.0086795159705241,-0.0794476742115394,"G1","XRA"
"ICMGPA","XRA",11501,339,1.39118337535866,0,-0.0320482560590933,0.011640021245836,"G2M","XRA"
"HLRXYX","XRA",208600,1495,12.1126558005753,0,-0.0586025228678879,-0.009597313816723,"G1","XRA"
"XJODGD","XRA",582105,1989,5.608438340162,0,0.00265670627585507,-0.00835609872914116,"S","XRA"
"INLXYP","XRA",457029,977,9.29700303481836,0,0.0348832097283038,-0.0587289862853307,"S","XRA"
"OBKZFJ","XRA",339059,819,13.6595695734371,0.0923143169772812,-0.0264063665860516,0.0156772586660448,"G2M","XRA"
"WFOLGS","XRA",10625,298,7.70823529411765,0,-0.0174999481388637,-0.0259655288754563,"G1","XRA"
"QYEQIT","XRA",137102,1513,7.85692404195416,0,-0.0604662933434753,0.0607493626605096,"G2M","XRA"
"JAFKHP","XRA",9328,427,1.59734133790738,0,-0.0247025874875775,0.0233935723963367,"G2M","XRA"
"GTQORW","XRA",410529,2557,5.83588491921399,0.00146152890538793,-0.0416556603172428,-0.0216610137581009,"G1","XRA"
"BQNWGD","XRA",585145,1557,3.77564535286126,0,0.068445344309797,0.18765235273569,"G2M","XRA"
"JSFWTU","XRA",535180,2239,11.7065286445682,0,0.0259620173471921,0.00516749185775769,"S","XRA"
"GNIVOW","XRA",154323,1291,6.57970620063114,0.00323995775095093,0.00357543248449341,-0.05965260141014,"S","XRA"
"TVVPVQ","XRA",799222,1997,4.3199511524958,0,-0.0269081630705151,-0.0539003911763299,"G1","XRA"
"FFGOFL","XRA",392240,960,10.4117377116051,0,0.0549156252541214,-0.0527190957276844,"S","XRA"
"CRRXPS","XRA",41992,374,4.03172032768146,0,-0.0312206652747106,0.0251940843048594,"G2M","XRA"
"GCXUJZ","XRA",42095,406,10.3646513837748,0,-0.0214263198252572,0.062783395998048,"G2M","XRA"
"EQCYDF","XRA",676085,1711,2.94681881716056,0.0449647603481811,0.0203655682130607,-0.0314096061467252,"S","XRA"
"QJDOYW","XRA",22022,503,2.18417945690673,0.00454091363182272,-0.0295707032596094,-0.029969685854656,"G1","XRA"
"QOVEWB","XRA",567225,1395,10.2671779276301,0.0209793291903566,-0.0456797833317206,-0.0101707718262704,"G1","XRA"
"KWTVVS","XRA",634076,1495,14.3410253660444,0,-0.00743033392814947,0.0315783105414183,"G2M","XRA"
"DVLMZN","XRA",5299,398,1.47197584449896,0,-0.0329844793553527,-0.0218549806160164,"G1","XRA"
"ZORTZL","XRA",530406,1165,7.80062819802189,0,-0.0476154044864325,-0.00358638105454828,"G1","XRA"
"STQAPT","XRA",276823,947,14.6920595470752,0,-0.0548842543274152,-0.0559540895218396,"G1","XRA"
"BYQQDV","XRA",233105,677,10.2691919950237,0,0.0258024851122633,-0.0525172827120349,"S","XRA"
"HPHOVF","XRA",939191,2615,7.69864702706904,0,-0.0591663311057858,0.0633779243886941,"G2M","XRA"
"YFUCJW","XRA",465173,1762,5.73722034597881,0.0707263749185787,0.0916519274622523,0.0774788485001233,"S","XRA"
"KCVKKR","XRA",422626,1393,8.23470396994033,0.0527653291562753,0.177619358267693,0.162027064055477,"S","XRA"
"TDNENA","XRA",597897,1818,6.43505486730992,0,0.0434403659577855,-0.0280271345427051,"S","XRA"
"LSTFUK","XRA",558649,1274,6.31058142053418,0,0.0774965937808119,-0.0258175666754137,"S","XRA"
"CFMUDY","XRA",91976,562,11.3725319648604,0,-0.0330114113271935,0.0164461530540499,"G2M","XRA"
"WMRQHN","XRA",62642,1312,3.52958079243958,0,-0.0540520263562669,-0.0209243471462521,"G1","XRA"
"XZCKVS","XRA",393436,1429,7.45559633587165,0,-0.00382266889746834,-0.0824275454645143,"G1","XRA"
"GWYJVB","XRA",852264,2714,5.58160382228981,0,0.0311977725453088,-0.0222171925018938,"S","XRA"
"DPMRTO","XRA",561192,1446,13.1108426349627,0.0616544783247088,-0.0293052040036207,-0.0821035783510473,"G1","XRA"
"QHVRFU","XRA",635503,1243,8.18516985757738,0.00110148968612265,0.0179921709556479,-0.0681925605842886,"S","XRA"
"QPNTIM","XRA",458933,1480,6.58680025188862,0,-0.00738342196602244,-0.0400026342707247,"G1","XRA"
"ZCFWNN","XRA",583615,1631,0.564413183348612,0,0.00963341928497699,-0.0815487978894866,"S","XRA"
"LNRAAE","XRA",701081,1564,8.50529396745882,0,-0.0700177798414378,0.00351194429711446,"G2M","XRA"
"UPIDOG","XRA",365848,962,12.6702893004745,0,-0.0387165682821535,-0.021909369192204,"G1","XRA"
"UGKBFQ","XRA",400304,990,13.1879771373756,0,-0.0372783427195352,-0.0512257438227341,"G1","XRA"
"XUESUM","XRA",609442,1381,8.51007971226138,0.000164084523219601,-0.0555211090129587,-0.0174563062121522,"G1","XRA"
"IDXJHC","XRA",52717,418,5.79699148282338,0,-0.0196060245580743,0.037733669583028,"G2M","XRA"
"OPFLBQ","XRA",29573,442,9.65407635343049,0,-0.0183624839535997,0.0499352284612497,"G2M","XRA"
"ULVOSH","XRA",43135,372,13.1795525675206,0,-0.0139708935087859,-0.0321851394725262,"G1","XRA"
"YAHKOR","XRA",564361,1429,5.06041345876132,0,0.0126592866446484,-0.0172677955085443,"S","XRA"
"AJDPAT","XRA",573025,1267,9.50883469307622,0.0418829893983683,-0.0488716907792085,-0.00164992239445569,"G1","XRA"
"MQMFGG","XRA",62291,419,14.730859995826,0,-0.0256069427144962,-0.025580042713372,"G1","XRA"
"YJBTOS","XRA",68423,527,13.2689300381451,0,0.0558805496382946,-0.0410454148667542,"S","XRA"
"NJYQVQ","XRA",10291,342,1.28267418132349,0,-0.0330992518122941,-0.0336965441131764,"G1","XRA"
"QZFJWU","XRA",446573,1474,11.8023257115858,0,0.0597914862984957,-0.0853071655946085,"S","XRA"
"PUHMDO","XRA",261808,1543,7.71786958381715,0,-0.0582015179657946,-0.022985038553819,"G1","XRA"
"JJNROK","XRA",327269,945,5.03133507909396,0,0.0789704888117365,-0.0562435992807075,"S","XRA"
"CZCIGQ","XRA",47231,800,6.94459147593741,0,-0.0411295627418604,-0.0488184777321464,"G1","XRA"
"RTKAMN","XRA",616262,2352,8.40145911966014,0.000324537290957417,-0.0785271427251717,-0.0441379191583912,"G1","XRA"
"MCNAOU","XRA",136251,582,11.2967978216674,0,-0.0316188652683072,0.0266097578243286,"G2M","XRA"
"QUVRAV","XRA",463970,1556,10.6024096385542,0,-0.00405912975678328,-0.0293150162679505,"G1","XRA"
"FJMKXB","XRA",536717,1886,9.68890495363478,0,-0.068246935916158,-0.0937987150531425,"G1","XRA"
"LVFANU","XRA",290459,779,7.21891902127323,0,-0.0254159467169269,-0.00319760249021,"G1","XRA"
"UVYROH","XRA",56742,420,14.6857706813295,0,0.0680318112821125,-0.0308690546311508,"S","XRA"
"YXHONX","XRA",287442,976,2.2571510078555,0,-0.0463835922273138,-0.0100381548664162,"G1","XRA"
"BKQVTU","XRA",558531,1235,11.2564924775885,0,0.00623278820226768,-0.0678667912486244,"S","XRA"
"FMLBQB","XRA",307119,1316,11.0029011555781,0,0.00761741727328798,0.0383477915721006,"G2M","XRA"
"FWFQWS","XRA",130476,559,12.0980103620589,0,-0.0293424337893985,-0.00566628238975348,"G1","XRA"
"GOIEFS","XRA",634317,1288,14.0864898780893,0,-0.0506621428645717,0.00531405687794188,"G2M","XRA"
"GASQMA","XRA",148164,1198,4.53011527766529,0.000674927782727248,-0.0536065686070298,-0.0442482425030716,"G1","XRA"
"WDHWAW","XRA",643204,1659,7.71357143301348,0.00979471520699498,-0.00728518667554182,0.0082775521171618,"G2M","XRA"
"CVXXVL","XRA",445293,1367,5.57498096758763,0,-0.0507002585150301,-0.0309476639502507,"G1","XRA"
"EXVJGZ","XRA",25205,589,4.24915691331085,0,-0.0320807276255182,-0.0190558451805765,"G1","XRA"
"KBQJCR","XRA",227156,832,14.7867544770994,0,0.0622086358084782,0.0141454906100802,"S","XRA"
"UVOTNN","XRA",435500,2503,2.98828932261768,0.0215843857634902,-0.0237293494987941,0.00694161314974867,"G2M","XRA"
"USJSZY","XRA",203398,826,5.88845514705159,0,-0.0358150035358464,-0.0590249504145088,"G1","XRA"
"WDAVLQ","XRA",744236,1485,3.60557672566229,0,0.172131440110322,0.0515322945509863,"S","XRA"
"GYPGIK","XRA",17823,441,12.1640576782809,0,-0.0238362111483241,0.0163734393753552,"G2M","XRA"
"PQRRQG","XRA",508138,1449,3.39947022265605,0,-0.0541668015209744,-0.0768993781481071,"G1","XRA"
"FPLRAM","XRA",566419,1258,10.4239088024943,0,-0.0157323921531489,0.0540114017901124,"G2M","XRA"
"HAOIDR","XRA",518096,1477,12.5220036441123,0,0.146962685485474,-0.0513625393876312,"S","XRA"
"FMNMOJ","XRA",467244,1187,11.9117634469356,0,0.0235475195090264,0.0906797749685064,"G2M","XRA"
"JALYGO","XRA",540107,1583,9.07746057725599,0,0.0578164400107351,-0.0307839814462732,"S","XRA"
"LNLZIT","XRA",510842,1139,12.6714326543236,0,-0.0552408924885075,-0.0428784116643753,"G1","XRA"
"BZWADU","XRA",254991,1299,11.5584471608802,0,0.0694653932229114,-0.0129345482545493,"S","XRA"
"BLDFEQ","XRA",611912,1338,7.34631777118279,0,-0.026258971780125,-0.00424059423595463,"G1","XRA"
"XONSKA","XRA",425962,1684,5.14247749799278,0.0528216131955433,-0.000173083516165864,0.00897697398400805,"G2M","XRA"
"DFDRQU","XRA",8155,342,5.21152667075414,0,-0.0238979685826517,-0.0169279415173697,"G1","XRA"
"ELKPKC","XRA",751929,1455,13.1109453153157,0,0.110899517402855,0.0560426380632719,"S","XRA"
"KDDLQL","XRA",677393,1451,5.3243833343421,0,0.00658651631422004,-0.065520159456561,"S","XRA"
"MTGJSF","XRA",898782,2082,7.16258225020083,0.00945724324697201,0.0630544222130799,-0.0529323262517787,"S","XRA"
"ENLSZL","XRA",193791,837,9.03550732490157,0,-0.0412533333857696,0.0601954426482315,"G2M","XRA"
"YKZDRO","XRA",357558,978,11.4697475654299,0,-0.0346773638456651,-0.00550722095764276,"G1","XRA"
"BASMHB","XRA",333601,944,11.891750924008,0,-0.0323914797920518,0.029850903044539,"G2M","XRA"
"DCGWEU","XRA",141536,619,6.54674429120506,0.000706534026678725,-0.0318365232863108,-0.0442240311701161,"G1","XRA"
"YBZDGG","XRA",103718,1358,3.85179043174762,0.00578491679361345,-0.0474461734831708,-0.0449939834370279,"G1","XRA"
"TGKAKI","XRA",682675,2533,6.78141135972461,0.0448236715860402,-0.0192908487036021,0.0804562705154715,"G2M","XRA"
"ITDONJ","XRA",17110,463,0.987726475745178,0.00584453535943893,-0.0375896251125208,0.0203012396725947,"G2M","XRA"
"SJJRQS","XRA",298435,1427,10.2028917519728,0.0224504498467003,0.0947172323318449,-0.0360779047137455,"S","XRA"
"FKDQDJ","XRA",45848,718,7.5968417379166,0,-0.041600946154295,-0.0424717057663151,"G1","XRA"
"ZAAUOM","XRA",545594,1929,9.27942755968724,0,-0.0222476449483873,0.00739409083078588,"G2M","XRA"
"DYNJJR","XRA",461499,1574,12.2227783808849,0.00021668519325069,0.0884041540311651,-0.0262122860689136,"S","XRA"
"QMAUCZ","XRA",868685,2222,8.62510576330891,0.000115116526704156,0.194232395832853,0.0769605770502176,"S","XRA"
"BTRARB","XRA",548401,1837,6.39696134762701,0.0211524049007934,0.104220079610507,0.213335943693167,"G2M","XRA"
"BWMCAF","XRA",352556,1606,9.67874607154608,0,-0.0755187957480707,-0.0560007050747825,"G1","XRA"
"RHWCIJ","XRA",408610,1040,8.10993367758988,0,0.0281907627924311,-0.0607008990869406,"S","XRA"
"ICSSPW","XRA",452339,1337,14.1164038475568,0.000221073133203195,0.129562488051856,-0.0458822650679201,"S","XRA"
"XMVBZK","XRA",1249916,2849,5.67102109261742,0.0233615698974971,-0.0600223075293784,-0.063193549062789,"G1","XRA"
"CBRPSI","XRA",284256,823,8.86911797816053,0,-0.0356068863595972,0.0156814905353554,"G2M","XRA"
"JRAZHD","XRA",751669,1651,5.17222341216679,0,-0.00618014833888103,-0.0145855471325483,"G1","XRA"
"IBYDMH","XRA",49373,589,11.9721305166792,0,-0.0311661017624933,-0.0435785079468383,"G1","XRA"
"GSSITX","XRA",550222,1461,10.3171083671682,0.0399838610597177,0.0374553431179149,0.018851699490809,"S","XRA"
"FYQFUO","XRA",443631,1580,9.54441867227493,0,-0.0593624326967633,-0.0364775254922117,"G1","XRA"
"RCRBIF","XRA",162357,913,13.9279489027267,0,-0.0385218760859416,-0.0562151216531996,"G1","XRA"
"JHRAUA","XRA",530280,1532,12.088519272837,0.0228181338160972,0.0608877936513522,0.0894289575320747,"G2M","XRA"
"ORYGCI","XRA",452218,1246,11.5415573904621,0,0.0956670506892573,0.131041953697651,"G2M","XRA"
"XAWZCO","XRA",83087,407,6.72186984726853,0,-0.0175156194290441,0.0376618526454825,"G2M","XRA"
"BPBQWJ","XRA",333659,1144,12.9656325769723,0,0.0728823258421995,0.0790310179941842,"G2M","XRA"
"OCBBKC","XRA",297513,1030,8.50920800099491,0,0.149055107871475,0.0828714326316584,"S","XRA"
"HPMTKS","XRA",14347,270,12.811040635673,0,-0.0207342734084795,0.0750301092934554,"G2M","XRA"
"JJZHUE","XRA",69002,772,6.66212573548593,0,-0.0360757255942441,-0.0363093581720934,"G1","XRA"
"YKJDAP","XRA",111629,630,5.48782126508345,0,-0.035693512426861,0.0194628295317468,"G2M","XRA"
"AERDXJ","XRA",847827,2147,11.6014234035953,0.0389230350059623,0.015605095761906,-0.0269643269980162,"S","XRA"
"SZCSLX","XRA",246253,2346,11.3821963590291,0,-0.0227147600236113,-0.0486680692080489,"G1","XRA"
"PRZNOL","XRA",376702,966,8.77245143375931,0,-0.00619638089245381,-0.057172823374328,"G1","XRA"
"LEIPOX","XRA",26389,597,3.02019780969343,0,-0.0382539284555623,-0.0417751602855411,"G1","XRA"
"HMHUXS","XRA",466450,1132,11.7122949941044,0,0.00671553797734729,-0.0460719370583558,"S","XRA"
"CWKWSV","XRA",437690,1361,10.1875756814184,0,0.0567222409356813,0.0115441302640519,"S","XRA"
"PTARSW","XRA",336528,1192,9.65982028241335,0,0.0104315630267733,0.0393782505814789,"G2M","XRA"
"JCYIYM","XRA",508961,1147,12.1716595181163,0,0.0993407265391761,-0.0537204371986169,"S","XRA"
"ZAGGLR","XRA",62173,716,1.42666430765766,0,-0.0271930023090752,-0.0378933030536825,"G1","XRA"
"BNLKFX","XRA",16184,483,2.81141868512111,0,-0.0328007681933663,-0.0145727879368705,"G1","XRA"
"AMGBGI","XRA",28101,387,13.0493576741041,0,0.095297180517777,0.1538208939957,"G2M","XRA"
"IBUNPF","XRA",131059,1293,10.9813137594518,0,0.0229222311590889,-0.0818567823307903,"S","XRA"
"PJMZQM","XRA",99558,1137,5.4983024970369,0,0.00451321062880088,-0.0626063450061683,"S","XRA"
"TZZNQS","XRA",536263,1221,10.3277682778786,0,0.0217312314804729,-0.0418262113976131,"S","XRA"
"PHMGCY","XRA",653937,1966,4.34613731903838,0.00718723669099623,-0.00483540713109359,0.0154612984709949,"G2M","XRA"
"PXECWC","XRA",936075,2212,13.6876852816281,0,0.023691034492291,-0.074312491350226,"S","XRA"
"DTEDUX","XRA",390429,991,13.4111451762036,0,-0.0307463508463941,-0.0366441422379303,"G1","XRA"
"PWRHSH","XRA",202760,737,9.93835075951864,0,0.036269523794093,-0.00701728298448459,"S","XRA"
"JGFXNJ","XRA",21012,388,2.73653150580621,0,-0.0311038233540968,-0.0304605986334711,"G1","XRA"
"KWFUXW","XRA",7012,280,9.68339988590987,0,-0.0297281861973989,-0.0329545204697287,"G1","XRA"
"YFCIXQ","XRA",227476,2372,2.50971531062618,0.00087921363132814,-0.0342776984478001,0.0264286854346569,"G2M","XRA"
"UVZLWA","XRA",451308,1210,8.23738998643942,0,-0.0544168241311457,-0.0791834173492278,"G1","XRA"
"WYZJHH","XRA",6476,617,7.0722668313774,0,-0.0459674832368214,-0.0267544033583845,"G1","XRA"
"KFSFRC","XRA",360651,2478,10.0792733140904,0,-0.0751809391667778,-0.0630900515988635,"G1","XRA"
"YCGADL","XRA",9641,1253,7.61331812052692,0,-0.0667495674521516,-0.0473210246139857,"G1","XRA"
"VTHLRM","XRA",6379,1746,9.21774572817056,0,-0.0161389244759649,-0.0809235580340485,"G1","XRA"
"CEQUBZ","XRA",6870,1105,10.7714701601164,0.0291120815138282,-0.0109724007585112,-0.0336968025240778,"G1","XRA"
"OFQODP","XRA",630965,1193,11.2519711869914,0,-0.0487076934203005,0.0216206018788749,"G2M","XRA"
"QTGPUR","XRA",92579,676,14.3466660905821,0,-0.0371326321100757,-0.0343149380638833,"G1","XRA"
"KIRVPH","XRA",1659470,2444,7.8966778549778,0,-0.00925976490868687,0.00206631630945404,"G2M","XRA"
"MCTWKC","XRA",2147629,2310,6.65939042544127,0.0161573530623772,0.0883912632767512,-0.0122286399516231,"S","XRA"
"YZZNAF","XRA",870341,1848,10.6319247283536,0.0514740774018459,-0.0731647488997747,-0.0596536234070457,"G1","XRA"
"DJVWIA","XRA",1381091,2419,5.09061314569424,0.0038375458242795,-0.0288515857861546,-0.0597100932832713,"G1","XRA"
"XBWELO","XRA",82520,549,3.37251575375667,0,-0.0205002536306861,-0.0355413232274341,"G1","XRA"
"FMERBM","XRA",1570346,1471,10.284166674096,0,-0.0592896866441495,-0.0656779688019479,"G1","XRA"
"GRHHMQ","XRA",2159367,2546,4.827988943056,0,-0.0796729525517784,0.0556793020799314,"G2M","XRA"
"XNLGJA","XRA",2778460,2826,9.13793972200428,0,-0.0844628177213437,0.00604534334278402,"G2M","XRA"
"RFPQID","XRA",935796,1296,2.52811510200941,0,0.0960644365286682,0.00123178486958195,"S","XRA"
"GLWBRP","XRA",2408658,2806,9.6627250527057,0.0001245506834096,-0.0210560934115657,-0.0761721721507824,"G1","XRA"
"KJHSVN","XRA",406785,837,7.85304276214708,0,-0.0314940421244465,-0.0449717051978473,"G1","XRA"
"ZEUTIL","XRA",3002340,2993,9.90084400834016,0,0.00978365300519898,-0.0772164481227207,"S","XRA"
"OAHDAB","XRA",454641,1050,9.71953695333241,0,-0.0487422003222019,0.0434346530593699,"G2M","XRA"
"LSJEPW","XRA",932386,2894,6.78549441969313,0.00761487195217431,-0.0462394483196888,-0.0321734543933335,"G1","XRA"
"SCWEFC","XRA",1953321,2288,7.98332685718323,0.016075186822852,-0.0476561698353949,-0.0477482847389411,"G1","XRA"
"NXRMJP","XRA",1016024,2281,6.79491823027803,0,0.012072579357645,-0.045803870543196,"S","XRA"
"DGIEIG","XRA",949812,1561,12.1975717299845,0.000105283993042834,-0.0768915466235631,0.00714190920727273,"G2M","XRA"
"OALUBG","XRA",550896,1280,6.90602218930615,0,-0.0561250872452755,-0.0672683146825106,"G1","XRA"
"YIMDSR","XRA",478048,1293,12.2730353437312,0,0.017243692855924,-0.0532461587712007,"S","XRA"
"HUGMND","XRA",833998,1747,9.22951853601567,0,-0.00553155743829071,-0.0857198741007208,"G1","XRA"
"ZQQFXA","XRA",792962,1744,10.3040246569192,0,0.0113580812704799,-0.0298668756952263,"S","XRA"
"EOFNGP","XRA",1642994,2502,6.42516040837642,0.0035301407065394,0.0115409794430031,-0.0626241593959539,"S","XRA"
"ZNIMFE","XRA",1630972,2199,8.62724804595051,0,-0.0819946403224439,-0.0572180107363075,"G1","XRA"
"WXRZAM","XRA",1089788,1885,12.7251355309473,0.0410171519598307,-0.0448844173832339,-0.0566298277273147,"G1","XRA"
"OLFEUH","XRA",1853229,2615,12.3664695512535,0.0159181622994244,-0.00271933065783277,-0.0870776607043965,"G1","XRA"
"PTWWMJ","XRA",485062,953,12.9362844337425,0,-0.0570691048451328,-0.0660950557863809,"G1","XRA"
"CXAVGT","XRA",983624,2425,6.40315811732939,0,-0.0525372014850333,-0.0659716254689031,"G1","XRA"
"ZUDEEU","XRA",1375082,2440,9.29580926810183,0,-0.0175020569937703,-0.0610330670113211,"G1","XRA"
"JAIMCP","XRA",689855,1320,4.46122735937262,0,-0.0668594368393935,0.0341384274016628,"G2M","XRA"
"JCFMEF","XRA",104947,663,7.8220435076753,0.00095286192077906,-0.0393334872196848,-0.0470216864262724,"G1","XRA"
"BLFUGT","XRA",1748638,2828,6.3794793433518,0.000114374730504541,0.0520822478036789,-0.0780618294006226,"S","XRA"
"KRGIZR","XRA",1464877,1856,5.37164553747516,0,0.00330613579984523,-0.0449953364022985,"S","XRA"
