"","orig.ident","nCount_RNA","nFeature_RNA","percent_mt","percent_ERCC","S.Score","G2M.Score","Phase","old.ident"
"NMGNYM","XRA",410709,2419,8.38890796159811,0.00998273716913922,0.0583545642547624,0.0202142827568722,"S","XRA"
"UQVCGI","XRA",617978,2105,4.98885073578671,0,0.013032157233261,-0.0481774540370583,"S","XRA"
"MTURXY","XRA",268019,1452,14.4915099302661,0,0.0417719680632782,0.0142910379911672,"S","XRA"
"MWSEZP","XRA",212217,740,14.1312901416946,0,0.0540749532869001,0.0157643407265412,"S","XRA"
"KPQZVC","XRA",1013067,2181,4.46890482070781,0,-0.0484836622178844,0.000484146023033039,"G2M","XRA"
"PHVJWE","XRA",941930,1626,10.3630843056278,0,-0.0271816027202752,-0.0660862612237916,"G1","XRA"
"ZPOZWJ","XRA",781554,2205,7.42712595674771,0,-0.0437873559839433,-0.0171485836528242,"G1","XRA"
"VUWOIF","XRA",22947,801,10.7377870745631,0,-0.0417052742225611,-0.0593768585385437,"G1","XRA"
"RNVKCH","XRA",31544,784,10.3252599543495,0,-0.047997092128106,-0.00299724633993224,"G1","XRA"
"DRXJZC","XRA",1741535,2695,7.26962133979507,0.00602916392722512,-0.0560328916529937,0.0188146663502155,"G2M","XRA"
"RFBJAB","XRA",55873,1604,3.42204642671773,0.0304261450074276,-0.0450074136636107,-0.0473154515947571,"G1","XRA"
"LMKPZM","XRA",136625,1735,4.09734675205855,0.0578225068618481,-0.0507805489756686,-0.0463381919397648,"G1","XRA"
"FKMPCM","XRA",24318,682,6.07369027058146,0,-0.0559863340263084,-0.0169739906419084,"G1","XRA"
"XZQRNB","XRA",18692,279,2.41814680077038,0,-0.0163554945298669,-0.0278069125288411,"G1","XRA"
"YFGGQE","XRA",1753396,2027,3.80786770358778,0,-0.010298632202898,-0.00911692460984105,"G1","XRA"
"WDRHXR","XRA",743188,1484,3.99414414656857,0.0169539874163738,0.0140293847110254,-0.0222018213943901,"S","XRA"
"BADUOB","XRA",1228624,2994,7.44068160804282,0,-0.0805572333102997,-0.034180415319456,"G1","XRA"
"IMVGAK","XRA",1036845,2016,5.10529539130728,0.012055803905116,0.0152392689517578,0.0277414494660703,"G2M","XRA"
"QJSPXP","XRA",25032,427,0.115851709811441,0,-0.0258113034484248,0.0960214240896624,"G2M","XRA"
"HMGBVQ","XRA",1811965,2273,10.2664234684445,0,-0.077355305567152,-0.0467574811364812,"G1","XRA"
"UWEXPM","XRA",31272,765,4.11230493732412,0,-0.0393332261344721,0.121207771478907,"G2M","XRA"
"XQGMKC","XRA",68241,441,5.12741606951832,0,-0.0216210445857167,-0.0389587231985593,"G1","XRA"
"BGCJMM","XRA",25535,367,1.91893479537889,0,-0.0330927305251288,-0.023200303812311,"G1","XRA"
"QBDIFJ","XRA",322218,473,13.6680756506465,0,-0.0241727386572646,-0.0376804555425184,"G1","XRA"
"QZJYSL","XRA",1708004,2725,5.77346423076293,0.0183840318875131,0.0280749969236278,0.00139947284450281,"S","XRA"
"PSKZEX","XRA",48572,822,9.47665321584452,0,-0.0442125036408364,-0.0590477277581206,"G1","XRA"
"XAIESG","XRA",246521,901,4.39516308955424,0.00365080459676863,-0.041393501174796,-0.0518065564825927,"G1","XRA"
"NBAGZJ","XRA",345565,1460,10.6663001171994,0,-0.0564493080368627,-0.017278497472935,"G1","XRA"
"XRAOCE","XRA",1475327,2864,4.64907101950957,0.0198600039177755,-0.00628465993377206,-0.0952908918461419,"G1","XRA"
"IRFBRE","XRA",171108,688,7.24805386071955,0,0.0115483723857241,-0.0090820008701139,"S","XRA"
"MNEGPV","XRA",1232409,2518,10.8284668482622,0,-0.0766165666061131,-0.088165101059694,"G1","XRA"
"BSRRFK","XRA",258152,541,5.22405404567851,0.0972295391862159,-0.0354727439897624,-0.0326633803586055,"G1","XRA"
"MVRLPM","XRA",29441,480,0.47213070208213,0,-0.0120698019056895,-0.0285157003176575,"G1","XRA"
"QUTWYW","XRA",1323408,2363,6.40172947420599,0,-0.0268840277118982,0.0557963976121155,"G2M","XRA"
"OZZRDR","XRA",12372,403,0.2909796314258,0,-0.0274923757462901,-0.026057856120561,"G1","XRA"
"AOGDKY","XRA",286960,2052,4.39782548090326,0.0261360468357959,-0.00147101781410941,0.00024391391406621,"G2M","XRA"
"RTYABL","XRA",1218748,2855,6.17510756940729,0.0328205666799043,0.00298246367330461,-0.0955480299098329,"S","XRA"
"URYZIW","XRA",87099,504,4.49029265548399,0.0390360394493622,-0.0430130185709164,-0.0264003568110433,"G1","XRA"
"FGPDBK","XRA",326494,736,11.4865816829712,0,0.0183140819727094,-0.0441461563359364,"S","XRA"
"UISNYB","XRA",2035950,2564,7.83432795500872,0.0150298386502615,0.00298863450411899,-0.0671934071633302,"S","XRA"
"RINPIX","XRA",403358,390,6.01897074063239,0,-0.0260410510935379,-0.0358765394154582,"G1","XRA"
"KGNONK","XRA",15147,329,1.51845249884466,0,-0.00805940114926937,-0.0109021398045124,"G1","XRA"
"DWLRRF","XRA",143253,608,13.7595722253635,0.000698065660055985,-0.0399857185502098,-0.0448417514853128,"G1","XRA"
"GNFUMY","XRA",60982,915,4.37670132170149,0,-0.0248031154796292,-0.0512559017814529,"G1","XRA"
"ABRMXM","XRA",2163511,2589,3.65308981558217,0.00244972177169425,-0.070629256285105,-0.0258812340543943,"G1","XRA"
"WPGVNK","XRA",1273932,2367,8.42227057645149,0.0014129482578348,-0.0663032259837471,-0.0543470592281802,"G1","XRA"
"BDJYOF","XRA",1875994,1539,8.57497412038631,0,-0.0054349852983237,-0.0266746452466144,"G1","XRA"
"JDBJKN","XRA",993386,984,5.58735476441182,0,-0.0470436733933459,-0.0105344370179467,"G1","XRA"
"PUOCXQ","XRA",22860,264,7.06036745406824,0.00437445319335083,-0.0245403853750504,-0.0143083845728475,"G1","XRA"
"DKXDOO","XRA",1668572,2058,3.95068357853302,0,0.0278837777240866,-0.0325245794114153,"S","XRA"
"DBKDKH","XRA",1434725,2470,9.47777448639983,0,-0.105957727593643,-0.0336854964805492,"G1","XRA"
"HBJUZX","XRA",1292924,1837,3.70586360837915,0.0215789945890091,-0.0192656579810323,-0.0136952108501083,"G1","XRA"
"DCDNPU","XRA",257044,665,8.61992499338635,0,-0.0463664128134052,-0.0465735585189924,"G1","XRA"
"FJOORE","XRA",27439,418,12.5842778526914,0,0.0179054080317071,-0.0253731424973471,"S","XRA"
"RQDKZH","XRA",721023,1993,7.41404920508777,0.0131757239366844,-0.0327905604959911,0.0576384842688565,"G2M","XRA"
"YEHUWJ","XRA",2072505,2778,6.59863305516754,0.0402411574399097,-0.0812309436381675,-0.0107074560700093,"G1","XRA"
"PRWPDW","XRA",29665,2306,0.138210011798416,0.010112927692567,0.109324069210397,0.0428571460638096,"S","XRA"
"EEMDZS","XRA",41946,761,1.13240833452534,0,-0.012066835519462,-0.045910308383306,"G1","XRA"
"BHIGXR","XRA",2435360,2973,6.95515242099731,0.00180671440772617,-0.0384570097897539,-0.027556449440585,"G1","XRA"
"ZAORQS","XRA",1675986,2481,5.60637141360369,0.00787596077771533,-0.042502290875556,-0.0539676458832213,"G1","XRA"
"DDDFDU","XRA",1022704,2808,3.28335471456062,0.0666859619205557,-0.0653105913715697,0.00126109642903237,"G2M","XRA"
"NEVKGW","XRA",349270,1106,13.0154321871332,0,-0.0696995333208728,-0.0705189261829933,"G1","XRA"
"HTWREI","XRA",745492,1380,10.5418971632157,0.00657284048655116,-0.0610328397459279,-0.0577367275660172,"G1","XRA"
"GGXKMW","XRA",1157335,2475,5.3216225207049,0.0420794324892965,0.0307909494497169,-0.0344184823150837,"S","XRA"
"BNFCZE","XRA",1666523,2438,3.6981787830111,0.0298825758780407,-0.0060231543858148,0.0124875929318412,"G2M","XRA"
"FTESDX","XRA",726176,1525,5.44991847706341,0,-0.0219437727363396,0.0136815059381755,"G2M","XRA"
"RVWVPA","XRA",1796341,2995,6.64116668271781,0.00222674870751155,-0.0284945684807008,-0.10076261645713,"G1","XRA"
"TISOAZ","XRA",75389,464,6.44125800846277,0,-0.0405756293304487,-0.039634268679387,"G1","XRA"
"LLLWYN","XRA",1702756,2465,5.77745725165555,0.0390543330929387,-0.0516677879520454,-0.0516511206230224,"G1","XRA"
"DVEXBZ","XRA",809869,1727,13.7527180321756,0,-0.078058165458639,-0.0394969133283972,"G1","XRA"
"JNGDOG","XRA",898780,1617,7.91161352055008,0,-0.06874952778575,-0.0612956002976965,"G1","XRA"
"OXWMPZ","XRA",1157415,2578,3.25993701481318,0,-0.0364855389106664,-0.0174219607384277,"G1","XRA"
"OKJFCC","XRA",1584207,1212,5.52086943183561,0,-0.0391030016952233,-0.0587551330058917,"G1","XRA"
"QNNGHX","XRA",85204,388,13.0686352753392,0,-0.0305288709502385,-0.026975383907549,"G1","XRA"
"ECLTAJ","XRA",341224,557,7.00859259606593,0,-0.0248623003080124,0.024824780169712,"G2M","XRA"
"MHBYRV","XRA",758102,1671,14.6699256828237,0,-0.0794762352822155,0.0175331909190579,"G2M","XRA"
"YTHGGQ","XRA",95917,2409,7.82134553833001,0.0198087930189643,-0.0528679736655505,-0.0485085569013603,"G1","XRA"
"UIFRQT","XRA",2226697,2783,4.9335405760191,0.00902682313758899,-0.00977014185261964,-0.0739253633142692,"G1","XRA"
"FHVXHN","XRA",1732795,2883,7.49961766971858,0,-0.0500498982617799,-0.0418760142661703,"G1","XRA"
"RUIYFE","XRA",1180509,1718,9.15198444060994,0.0448958881296119,-0.0624781230907188,-0.0454509818597049,"G1","XRA"
"ZXNJYV","XRA",208195,650,7.94255385576022,0,-0.0356328164049118,-0.0135059470398859,"G1","XRA"
"QBVZTL","XRA",1756436,2144,6.38918810591448,0.000569334720991827,-0.0559507081628017,-0.0577730053240309,"G1","XRA"
"EDONXP","XRA",30251,434,0.618161383094774,0,0.0662291336796189,-0.01369081904055,"S","XRA"
"NELHJT","XRA",314751,1300,10.6836832925074,0,-0.0216304531071543,-0.0603430102054354,"G1","XRA"
"ZEAKNO","XRA",2312370,2875,3.62493891548498,0.024736525729014,-0.0695959183077638,-0.0824893103200503,"G1","XRA"
"GSZYTJ","XRA",1455918,1339,6.50277007358931,0,-0.0569156940711615,-0.0688059515218672,"G1","XRA"
"LSWERU","XRA",33309,407,0.132096430394188,0,-0.0322354026078731,0.0788421039111171,"G2M","XRA"
"TBGGOT","XRA",36253,783,0.0248255316801368,0,0.0694559746544268,-0.02923168394912,"S","XRA"
"EUQNZD","XRA",1564378,2205,9.77973354266041,0.0218617239567419,0.0256876065699493,-0.0925433630954402,"S","XRA"
"NZDXLI","XRA",1904689,2947,2.96394844512674,0,-0.0661183916676149,-0.0244600905754867,"G1","XRA"
"HAKSJC","XRA",242901,413,14.8224997015245,0,-0.0341556182131967,-0.0364417695059403,"G1","XRA"
"JJIGUU","XRA",265839,592,12.2228115513525,0,-0.0357461714526531,0.00158641559261578,"G2M","XRA"
"LVHNJC","XRA",1984028,2970,8.44796545210047,0.00428421373085461,0.0384617719540069,-0.0316971539768355,"S","XRA"
"QILPQB","XRA",110006,2012,2.69985273530535,0.000909041325018635,-0.0655724681137159,-0.0480001058635727,"G1","XRA"
"FLNZYL","XRA",571836,1190,10.885988290349,0,-0.0543253433124432,0.079124148539831,"G2M","XRA"
"WQQBKS","XRA",17683,568,0.0735169371712945,0.033930894079059,0.0283317440226075,0.107820026769159,"G2M","XRA"
"MVAOZI","XRA",1005000,1533,3.83432835820896,0,-0.0577776963078488,-0.0673879414432022,"G1","XRA"
"XWXLFN","XRA",1379872,2153,6.7539597875745,0,0.00993931389730913,-0.0363776069543189,"S","XRA"
"RMAJDZ","XRA",1961854,2476,4.97707780497427,0,-0.0570190006033748,-0.0470153109044688,"G1","XRA"
"MPTYIF","XRA",146928,521,9.35288032233475,0,-0.0213890960890958,-0.0415914062143707,"G1","XRA"
"CTBIFW","XRA",30898,711,0,0,0.0302172720060814,0.0464298067274767,"G2M","XRA"
"IIKNMV","XRA",192765,664,13.2482556480689,0,0.0868749962152496,0.0311627828097427,"S","XRA"
"NHGOEY","XRA",199479,641,11.5285318254052,0,-0.0419836300268947,-0.0320833528332549,"G1","XRA"
"DQBYZS","XRA",181743,499,10.9357719416979,0,-0.0341873532528878,-0.0313937191859856,"G1","XRA"
"XFIDKP","XRA",1943971,2725,3.94933875042375,0,-0.0679159839760619,-0.0737304569814974,"G1","XRA"
"YYLPPQ","XRA",16617,897,2.3048685081543,0.0180538003249684,-0.00257682756826403,0.0548219906510401,"G2M","XRA"
"TQZBIR","XRA",2229139,2914,7.40882466279582,0,-0.0669492278734634,-0.00878277778537191,"G1","XRA"
"UIZIEI","XRA",79022,1818,7.01323682012604,0.0278403482574473,-0.050188613850812,-0.0488358433969715,"G1","XRA"
"WLBRMA","XRA",1712990,2447,4.9915644574691,0.00513721621258735,-0.0365459737870788,-0.0236181761453434,"G1","XRA"
"QXUCQM","XRA",13667,303,0,0,-0.0108779718654271,-0.0260225268321572,"G1","XRA"
"QULLNG","XRA",1054223,1185,6.5693880706454,0.0307335355043478,-0.0456337595123604,-0.0527301244172549,"G1","XRA"
"SVILLS","XRA",1287128,2091,8.8935210794886,0.0621538805775339,-0.0198522754329904,-0.0410115467050789,"G1","XRA"
"QQFTSB","XRA",366948,575,12.8980127974536,0,-0.020515463358898,-0.035923033008177,"G1","XRA"
"TOIDGB","XRA",2083612,2569,7.55673321136565,0.000575922964544262,-0.046826983546233,-0.0948658012425211,"G1","XRA"
"XVQPZY","XRA",1893478,2450,7.15133738020722,0.0245051698514585,-0.0253628946574595,-0.051482365463566,"G1","XRA"
"MSEQMX","XRA",1092725,1209,10.5124345100551,0,-0.0473798914799578,-0.0646172115533847,"G1","XRA"
"OLXZNF","XRA",245936,1075,9.59355279422289,0.030089128879058,-0.0327982349500136,0.0178202671318803,"G2M","XRA"
"AGQWBR","XRA",1786662,2520,13.7136738789989,0.000167910886334405,-0.0254923794884503,-0.089404768842733,"G1","XRA"
"BKUPYL","XRA",1581187,990,6.78186704039434,0,0.0145630142902625,-0.0571405076083976,"S","XRA"
"LFPSGP","XRA",1829570,1622,6.26491470673437,0.0591395792453965,-0.0764184117047209,-0.0663777055317695,"G1","XRA"
"SOEEQG","XRA",1047925,1773,13.7029844693084,0,-0.0244477159339786,-0.0333765300025083,"G1","XRA"
"TLQVHL","XRA",293256,1133,13.7736312300516,0,-0.0543739956577535,-0.0402562334649714,"G1","XRA"
"KEIWUT","XRA",2280298,2723,4.56975360238004,0,0.00378617789944588,-0.0423601023419274,"S","XRA"
"MFLLOQ","XRA",39286,890,0.170544214223897,0,-0.0570415184005005,0.0718889147059989,"G2M","XRA"
"QMGZGU","XRA",186450,1469,7.59560203807991,0.0262805041566103,-0.00344850483615641,-0.0540334352708335,"G1","XRA"
"LAAHXB","XRA",5121,393,4.4522554188635,0,0.0243388029414963,0.0484700188015768,"G2M","XRA"
"HDCGPV","XRA",446939,995,9.57960706047134,0,-0.0521470976334756,-0.025710650315693,"G1","XRA"
"BJBVZM","XRA",15359,449,6.25040692753435,0,-0.0192647399266569,-0.0158774660066314,"G1","XRA"
"GTVOUB","XRA",14744,926,4.7680412371134,0,-0.00808033967668666,-0.0441291938747968,"G1","XRA"
"ZFHIJW","XRA",570706,2893,7.86692272378423,0.0306637743426563,-0.0744511668938641,-0.0751541607824606,"G1","XRA"
"VCPPMY","XRA",312574,1373,14.5939841445546,0.01951537875831,-0.028715540657228,-0.00447119757726436,"G1","XRA"
"CVSHCM","XRA",91333,1827,10.8405505129581,0,0.0127841367661851,-0.041780195919231,"S","XRA"
"NTBBQI","XRA",609045,2350,6.02172253281777,0,-0.0791968056020528,-0.0445543511036464,"G1","XRA"
"WZQPHH","XRA",9135,535,14.3404488232074,0,0.0270300494281505,0.0143438335461297,"S","XRA"
"BXTQWU","XRA",425116,2212,13.3187177146943,0,-0.000138700954465651,-0.00982346309204844,"G1","XRA"
"YHCRLQ","XRA",158136,1640,6.36034805483887,0,-0.00215798633506804,-0.0464929587723571,"G1","XRA"
"YNSTXY","XRA",324620,2649,6.46632986260859,0.0881030127533732,-0.0923910478069991,-0.0518494004149274,"G1","XRA"
"XDXCAI","XRA",433552,2084,7.32714876185556,0,-0.0045024939423452,-0.0359090149754257,"G1","XRA"
"UYSCEE","XRA",607798,1737,9.45922823043182,0,-0.025030332204248,-0.0654526391648414,"G1","XRA"
"OWRUHV","XRA",179151,2002,10.5224084710663,0.001116376687822,-0.0621246254146783,-0.0214725041563787,"G1","XRA"
"OIPTOQ","XRA",351740,2538,4.58492068004776,0,-0.0395497919623303,-0.0468206732114123,"G1","XRA"
"WOXPEA","XRA",25958,570,7.09222590338239,0,-0.0378933286669186,-0.0134733173660159,"G1","XRA"
"WQPKMO","XRA",565503,2435,10.05317390005,0,0.0271944539235401,-0.0483109804515391,"S","XRA"
"NQLHCS","XRA",1111421,2735,6.87516251717396,0.0114268130618371,-0.0831559333283704,-0.0556748144154739,"G1","XRA"
"IOEKZI","XRA",498484,2385,9.16599128557787,0.0120364946517842,0.0654714088017777,0.061759987986739,"S","XRA"
"VRJUTZ","XRA",614609,2191,10.4741388427439,0,-0.030124142712479,-0.029834597869319,"G1","XRA"
"IHFAGZ","XRA",557819,2418,6.44599771610505,0.00268904429573034,-0.0239588558849186,-0.0505980341356623,"G1","XRA"
"ITHGUP","XRA",434202,2178,7.64367736675556,0.0299399818517648,-0.079148672225062,0.0250191082583145,"G2M","XRA"
"YOTGYQ","XRA",907343,2165,6.93927213854077,0.00209402618414425,-0.0677307487496978,-0.0696161705609789,"G1","XRA"
"XULOOM","XRA",205723,1750,7.26559499910073,0.00291654311865956,0.0252520737735894,-0.0398864241128941,"S","XRA"
"TIJJRI","XRA",434268,2795,6.30348079987473,0,-0.0791438286715947,-0.0266944968583185,"G1","XRA"
"ETFORK","XRA",575742,2391,5.83890006287539,0,-0.0551069148096926,-0.053595729343445,"G1","XRA"
"RLYSWE","XRA",29229,424,13.5173971056143,0,-0.0191301351569162,-0.0235795595309359,"G1","XRA"
"RWLQLZ","XRA",32532,967,6.57199065535473,0,-0.0358429001563576,0.0112094154977313,"G2M","XRA"
"PMATRR","XRA",804350,2881,13.5408715111581,0,0.0319777864500664,0.0614379405103617,"G2M","XRA"
"PAVFHZ","XRA",418416,2189,8.21455202477917,0,-0.0269069044556527,-0.0911419175909299,"G1","XRA"
"DKYOLN","XRA",311736,1720,11.0587163497318,0,-0.0650939709587342,-0.0288509474712069,"G1","XRA"
"PXTZBY","XRA",150433,1595,8.74542154979293,0,-0.064284413653682,0.0288672559274109,"G2M","XRA"
"HVBLWD","XRA",929098,2801,6.85901810142741,0.0412227773604076,0.0195384636508098,0.00180356826367566,"S","XRA"
"ZRPEZR","XRA",915883,2862,6.93440100973596,0.0690044470745717,0.0431689546437671,-0.0224708075641182,"S","XRA"
"LKECKQ","XRA",1077485,2702,3.52357573423296,0.0152206295215247,0.020799255354952,-0.0370232920830929,"S","XRA"
"PPQCEG","XRA",713326,2692,6.69862026618965,0,-0.00717755735244922,-0.0545098985643422,"G1","XRA"
"KYFQSC","XRA",652032,2140,4.25439242245779,0.0300598743619945,0.00735061755188696,-0.0257978908858905,"S","XRA"
"NSJXSI","XRA",960754,2641,7.30020379826678,0.0138432939129059,-0.0751435732986598,0.0387544935171824,"G2M","XRA"
"VSPRGH","XRA",392279,2907,5.27073842851644,0.0285511077574889,0.032194085434707,-0.0241507708768098,"S","XRA"
"GSLRPN","XRA",580754,1796,7.30291999710721,0,0.0486654627304511,-0.0296206703238073,"S","XRA"
"JROMHO","XRA",239833,2851,7.55984372459169,0,-0.0676675509778784,-0.0107773561634661,"G1","XRA"
"UAJHHG","XRA",395861,2457,5.19450008967794,0,-0.00527160816763556,-0.0194578715523075,"G1","XRA"
"FYPNYN","XRA",258346,1345,14.49954711898,0,-0.0248180484954503,0.105966061141931,"G2M","XRA"
"GFXDWK","XRA",663106,2282,11.2093692411168,0,-0.0331705382254014,-0.00235270857147456,"G1","XRA"
"RVNKOI","XRA",110601,1718,9.7377058073616,0,-0.0480480401402999,-0.0825651817393313,"G1","XRA"
"KOYJNW","XRA",371869,1333,7.50694464986326,0,-0.066006915006136,-0.0364330547446539,"G1","XRA"
"RMHALW","XRA",387588,1511,13.2553123419714,0,-0.0256930909741692,0.0121226452361128,"G2M","XRA"
"TLSREI","XRA",246927,2344,7.39206324136283,0.00688462582058665,-0.0476361879016926,0.000557912075114644,"G2M","XRA"
"DIAZCA","XRA",140673,1016,2.03948163471313,0,-0.0656221942534192,0.0586074605663261,"G2M","XRA"
"ICUHAT","XRA",634051,2492,7.59102974366415,0,-0.02729782471943,0.019106467838907,"G2M","XRA"
"QSHXVK","XRA",1082418,2772,9.28245834788409,0.00157055776973406,0.00862155575932781,-0.032905018830386,"S","XRA"
"SBDLRG","XRA",680613,2789,8.2975200297379,0.0446656176123583,-0.0858723934931386,-0.0368150619036241,"G1","XRA"
"EKRYUV","XRA",579566,2091,13.4488565581832,0,-0.0138861972607779,-0.0478852616470658,"G1","XRA"
"YJMUGN","XRA",430601,2484,5.53040982255034,0.0299581282904592,-0.0228082049408627,-0.0599618357291155,"G1","XRA"
"LBHQXU","XRA",428120,2200,11.5488648042605,0,-0.0719325344541683,-0.081841354583604,"G1","XRA"
"CCDCUC","XRA",229894,1991,2.72908383863868,0.00434983079158221,-0.0732500994712921,-0.0555364490745938,"G1","XRA"
"HXLXEP","XRA",710226,2456,12.1045976914391,0.0275968494535542,0.0858533391604784,-0.022840789079776,"S","XRA"
"OZYIBS","XRA",737248,2881,5.7193780111984,0,0.00162520282620242,-0.046877797638622,"S","XRA"
"QHVBXA","XRA",489566,2360,4.96255867441775,0.0100088649947096,-0.053875679442316,-0.00237608372221115,"G1","XRA"
"JZORHX","XRA",706765,2145,7.08127878432011,0,-0.0499994268919312,0.0244345650489182,"G2M","XRA"
"HTAEIK","XRA",682617,2639,10.3185241504387,0,0.0147027442870417,0.0100898552594782,"S","XRA"
"XMCMFB","XRA",331070,1498,14.5059957108769,0,0.0389443155113577,-0.0182153618925659,"S","XRA"
"KBZWNT","XRA",681001,2139,6.10674580507224,0.0710718486463309,0.0198099086126771,-0.0854925213856968,"S","XRA"
"JOHTPA","XRA",1024218,2626,6.8714863437276,0,-0.0219615822388071,-0.031571050031687,"G1","XRA"
"DQNHWS","XRA",427453,2685,5.84087607292498,0.0444493312715082,0.01830301384464,-0.0180102055506366,"S","XRA"
"EXWTUW","XRA",719146,2598,5.83622797039822,0.010846198129448,0.00677970547659841,-0.0492947500101074,"S","XRA"
"DPGOHZ","XRA",458674,2347,9.53901899824276,0.0453481121668113,0.0761395230527717,-0.0642107369545429,"S","XRA"
"TCFOGR","XRA",944286,2559,5.98346263737893,0.0518910584293318,-0.0770433715302024,-0.0177467085885864,"G1","XRA"
"SOBUFI","XRA",1364516,2928,6.13873344101498,0,-0.00195374832370741,-0.0033631034715613,"G1","XRA"
"WNJEWZ","XRA",509157,2611,5.43133061118673,0,-0.056884197237547,-0.0622698202787924,"G1","XRA"
"IAWDXV","XRA",564357,2636,7.9015587651079,0.00726490501579674,-0.0222238258676529,-0.0381177463863828,"G1","XRA"
"GXKIOM","XRA",799213,2847,5.17634222666548,0.00175172325775482,-0.037043212521143,0.00637487069813514,"G2M","XRA"
"RIVJBM","XRA",344609,2060,14.5445998218271,0,-0.00939434571360542,-0.0614811289757614,"G1","XRA"
"WJRZGU","XRA",771276,2900,2.19130376155877,0.0018151738158584,-0.0711221771453009,-0.0109514222529534,"G1","XRA"
"GONVOL","XRA",705786,2640,7.09846894101045,0,0.069072396511332,-0.0177041573060292,"S","XRA"
"PDVXCS","XRA",425682,1519,14.4450552290207,0.00446342574973807,-0.0485544293375204,-0.0317966776617645,"G1","XRA"
"BGEOWA","XRA",474625,2065,14.217961548591,0.0250724255991572,-0.0545851206733679,0.0229339187852653,"G2M","XRA"
"ZOXEEZ","XRA",718514,2511,8.71507027002953,0.00556704531853242,-0.0484008258701314,-0.00239736099033984,"G1","XRA"
"TUOWAA","XRA",595813,2423,10.714603407445,0.0073848673996707,-0.0596589908957648,-0.0204243978190235,"G1","XRA"
"GTLDBP","XRA",818240,2441,9.92483867813844,0,0.0704383231769688,-0.078014620141498,"S","XRA"
"PUXFLO","XRA",487955,1639,3.1265178141427,0.0182393868287035,-0.0565597233518258,-0.0230692235518312,"G1","XRA"
"GANXUX","XRA",150691,2036,7.97061536521757,0.0617156963587739,0.0896738891903721,-0.0825772931318016,"S","XRA"
"JCVLFK","XRA",627211,2146,7.89080548651092,0.000797179896398501,-0.0167160805023632,-0.0276199534057134,"G1","XRA"
"UGGGJN","XRA",977407,2124,9.73391841883678,0,-0.0399235097819744,0.0421909273248137,"G2M","XRA"
"ZGIGAI","XRA",1443246,2042,11.8509942172021,0,-0.0283842248819697,-0.00666790452796205,"G1","XRA"
"TQJZYG","XRA",455037,2265,6.88317653289733,0,0.125983031389571,-0.00823364000061273,"S","XRA"
"UTZFSO","XRA",793764,2501,7.19483372891691,0,0.0198992042153057,-0.063482968864447,"S","XRA"
"LESFWB","XRA",852862,2792,6.53235810717326,0.0342376609580448,-0.091419354816759,-0.0309359716759971,"G1","XRA"
"JFAXQG","XRA",504187,2100,8.45539452623729,0,-0.0462742658873255,0.0204400461472868,"G2M","XRA"
"DULMBS","XRA",471660,2026,2.80201840308697,0.00487639401263622,0.0380059301334579,-0.0200837901201088,"S","XRA"
"IDUWZB","XRA",417592,2485,9.89985440334106,0,0.0531239783416189,-0.0359699943654583,"S","XRA"
"XYIBSR","XRA",710442,2276,4.35095335016792,0.0190022549342522,0.00715026974848347,-0.0671035422082223,"S","XRA"
"MZDOGR","XRA",414055,2515,9.5033268527128,0,-0.0659868136249756,-0.0784493755131805,"G1","XRA"
"TPLLAG","XRA",581210,2429,3.30672218303195,0.00481753583042274,0.0381450658901906,-0.0314263711306637,"S","XRA"
"RMZJMQ","XRA",431308,2770,6.00104797499699,0,-0.0874556984021168,0.016665642310972,"G2M","XRA"
"JJIXCW","XRA",683348,2983,6.87629143569601,0,-0.0482522608655191,0.0297509730307673,"G2M","XRA"
"QGDSKA","XRA",399102,2345,8.48780512250001,0,0.0279758047153723,0.0014056387059726,"S","XRA"
"XSNJIM","XRA",411270,2141,6.36686361757483,0.015804702506869,-0.0366747916108955,-0.0463320763178291,"G1","XRA"
"BNYGLG","XRA",680995,2734,5.31648543675064,0.0198239340964324,-0.0580909101970906,-0.0343727534297168,"G1","XRA"
"EDQIHF","XRA",657373,2859,5.71684568730386,0,0.0619600215502386,0.0189880304658271,"S","XRA"
"VYHLMX","XRA",871318,2018,13.235007195995,0.000459074643241618,-0.0528993213827303,-0.0573521428628279,"G1","XRA"
"CSRNSZ","XRA",787959,2789,11.0995622868703,0,0.0121507405453813,-0.0623145932203182,"S","XRA"
"DWMFOP","XRA",848136,2237,5.85590046879274,0,-0.00843229568007577,-0.0499273773992533,"G1","XRA"
"OMOZNP","XRA",1299829,2221,7.21918036911009,0.0385435314952967,-0.0261621500751352,-0.00783433287838288,"G1","XRA"
"XRLRUK","XRA",882073,1882,8.61550007765797,0,-0.0729391374206911,0.0122827113094847,"G2M","XRA"
"RVDYYL","XRA",345001,2460,6.19447479862377,0,-0.0741073041403738,-0.0401372673641255,"G1","XRA"
"QCUIAA","XRA",1182625,2979,5.96774125356728,0,0.00763075077146151,0.0313859787510839,"G2M","XRA"
"FGOXNQ","XRA",564679,2453,9.03380504676108,0.00283346821822664,0.0296640629349609,-0.00556216175929609,"S","XRA"
"LDSJLN","XRA",460491,1958,8.6051627501949,0,0.0212445416055761,-0.00525979623935345,"S","XRA"
"QNJPZT","XRA",472402,2338,6.05818772994187,0,-0.00809996294350249,-0.0134215488106112,"G1","XRA"
