"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EIF3E1",1.80173868478131e-09,1.1503013876609,0.495,0.4,7.70063113875532e-05,"4","EIF3E"
"MTCO3P13",1.93365156298086e-09,1.30841256766769,0.359,0.257,8.2644267801802e-05,"4","MTCO3P13"
"RPL10P3",1.9758139553002e-09,0.549859572576225,0.362,0.225,8.44462884495308e-05,"4","RPL10P3"
"RPL22",2.00076881541033e-09,0.950906901382416,0.643,0.549,8.55128591706376e-05,"4","RPL22"
"MIR222HG1",2.15385426193853e-09,1.15107664964975,0.275,0.166,9.20557311552529e-05,"4","MIR222HG"
"RPL7AP6",2.30678118289379e-09,0.616467042101408,0.653,0.545,9.85918277568804e-05,"4","RPL7AP6"
"MIR22HG1",2.38968990118025e-09,1.32079833758491,0.286,0.178,0.000102135346376444,"4","MIR22HG"
"SRSF12",2.43366160945442e-09,1.21346015241266,0.38,0.264,0.000104014697188082,"4","SRSF1"
"AC114491.1",2.5600789033125e-09,1.08028973561951,0.38,0.25,0.000109417772327576,"4","AC114491.1"
"TLE4",2.93094182704342e-09,1.54089472592806,0.345,0.217,0.000125268453687836,"4","TLE4"
"RPL7AP661",3.00230414657208e-09,0.800348760207364,0.406,0.277,0.000128318479224491,"4","RPL7AP66"
"ABCA81",3.05871430011242e-09,0.542635365821756,0.364,0.221,0.000130729449186805,"4","ABCA8"
"RPS281",3.16181387732778e-09,0.537464421654009,0.836,0.794,0.000135135925116989,"4","RPS28"
"TMX4",3.24524181486025e-09,1.50200680948366,0.277,0.169,0.000138701635167127,"4","TMX4"
"EIF2S11",3.36342228751551e-09,1.43664228264152,0.39,0.271,0.000143752668568413,"4","EIF2S1"
"RPL23AP43",3.5641505171141e-09,1.05826678472853,0.277,0.166,0.000152331793101457,"4","RPL23AP43"
"AF201337.11",3.59480529037809e-09,0.657506511216585,0.258,0.146,0.000153641978110759,"4","AF201337.1"
"PPP2CA",3.84745746892256e-09,1.08567268018185,0.472,0.378,0.00016444033222175,"4","PPP2CA"
"GSTP11",3.8706069013675e-09,0.617042996790329,0.615,0.52,0.000165429738964447,"4","GSTP1"
"TSC22D12",3.96909146212196e-09,0.775680567008368,0.479,0.358,0.000169638969091093,"4","TSC22D1"
"RPL14P11",4.35546530670071e-09,0.835270197646393,0.674,0.591,0.000186152587208388,"4","RPL14P1"
"RBMS31",4.90679289084181e-09,0.910823331130477,0.462,0.335,0.000209716328154579,"4","RBMS3"
"ATP5MC1",4.91826344473821e-09,1.12712486499442,0.357,0.239,0.000210206579628111,"4","ATP5MC1"
"EIF1AXP1",5.27601997458036e-09,1.33319232349606,0.326,0.219,0.000225497093713565,"4","EIF1AXP1"
"HBP11",5.34777125514376e-09,1.64895261527511,0.282,0.18,0.000228563743444844,"4","HBP1"
"EIF5B",6.55163686473823e-09,1.09847991248326,0.439,0.314,0.000280016959598912,"4","EIF5B"
"RPS32",6.67319887658526e-09,0.262886928385788,0.854,0.797,0.000285212519985254,"4","RPS3"
"HSPB1P22",6.76625899699982e-09,0.473667036166366,0.415,0.295,0.000289189909531772,"4","HSPB1P2"
"RPS12P23",7.69476782710645e-09,0.777743727891704,0.289,0.171,0.00032887437693053,"4","RPS12P23"
"HNRNPDL",7.81474937582287e-09,0.918258043783426,0.538,0.42,0.00033400238832267,"4","HNRNPDL"
"SREK1",8.16789326905662e-09,1.55949755132563,0.369,0.257,0.00034909575831948,"4","SREK1"
"AP001324.11",8.21501177467707e-09,0.549075652430722,0.739,0.637,0.000351109603249698,"4","AP001324.1"
"RIF1",9.7354883310136e-09,1.57394607473975,0.275,0.172,0.000416094771267521,"4","RIF1"
"CUX11",1.05232314158673e-08,1.33061985875874,0.286,0.179,0.000449762910714169,"4","CUX1"
"MT-ND21",1.0857464743442e-08,0.438642617256317,0.944,0.922,0.000464048043134712,"4","MT-ND2"
"HSPE1P41",1.19349881599251e-08,1.30221394278682,0.446,0.316,0.000510101393955198,"4","HSPE1P4"
"DNAJA1P31",1.27672605975622e-08,0.724815280841479,0.408,0.279,0.000545672717939809,"4","DNAJA1P3"
"MTND4P24",1.27811294383787e-08,0.790082454788751,0.354,0.229,0.000546265472196307,"4","MTND4P24"
"RBM8B1",1.37059538389417e-08,0.737770658161726,0.467,0.349,0.000585792467076367,"4","RBM8B"
"RPS17",1.39659894879757e-08,0.741428726258609,0.697,0.658,0.000596906390716081,"4","RPS17"
"IMPDH2",1.49554008800504e-08,1.6001384003397,0.272,0.176,0.000639193833613356,"4","IMPDH2"
"ACTBP21",1.52953552704367e-08,0.260249720229017,0.493,0.365,0.000653723484258464,"4","ACTBP2"
"CLDND1",1.54079456328735e-08,1.39572527572155,0.479,0.383,0.000658535596349014,"4","CLDND1"
"RPL21P1341",1.57908941765196e-08,0.405280186356654,0.35,0.232,0.000674902817104446,"4","RPL21P134"
"PPIAP291",1.62252076003036e-08,0.688332882887493,0.472,0.332,0.000693465372836975,"4","PPIAP29"
"JAG1",1.6586132464901e-08,1.19408985865125,0.263,0.155,0.000708891301549869,"4","JAG1"
"COX6A1P2",1.67823346345426e-08,0.359423299871295,0.54,0.405,0.000717276982280349,"4","COX6A1P2"
"RPS3P6",1.68719898051876e-08,0.888119799621726,0.265,0.156,0.00072110884427372,"4","RPS3P6"
"RPS15P5",1.78788256714166e-08,1.07463872421954,0.333,0.216,0.000764141009196344,"4","RPS15P5"
"MTCO1P401",1.84729946009433e-08,0.35099452968102,0.772,0.663,0.000789535789244317,"4","MTCO1P40"
"RND31",1.91446984403447e-08,0.681352310312582,0.411,0.272,0.000818244411340334,"4","RND3"
"RPSAP151",1.95313699093697e-08,1.25849880807864,0.275,0.171,0.00083477074992646,"4","RPSAP15"
"AP001024.1",1.98622593801411e-08,0.494766870424647,0.305,0.186,0.000848912965907229,"4","AP001024.1"
"SERPINB61",2.00560417008065e-08,0.931446899749627,0.312,0.206,0.000857195222292468,"4","SERPINB6"
"FUNDC2",2.20890475784928e-08,1.21007693144982,0.345,0.237,0.000944085893504782,"4","FUNDC2"
"HIGD2A",2.33364460579947e-08,0.980253581346447,0.333,0.229,0.000997399704518695,"4","HIGD2A"
"BTF31",2.35213124993105e-08,0.670162415704854,0.702,0.636,0.00100530089622053,"4","BTF3"
"RPL37P6",3.38049191871812e-08,1.59677723139398,0.296,0.185,0.00144482224606013,"4","RPL37P6"
"ILF21",3.38608606927654e-08,1.20331133951116,0.383,0.283,0.00144721318600879,"4","ILF2"
"AL034379.11",3.56019037294497e-08,0.64415066682155,0.573,0.449,0.00152162536539668,"4","AL034379.1"
"ANKRD281",3.64400845205024e-08,0.328115538376084,0.282,0.17,0.00155744921240627,"4","ANKRD28"
"SYVN11",4.1211855590368e-08,0.429160242823563,0.411,0.275,0.00176139470793233,"4","SYVN1"
"CBWD2",4.3858111248881e-08,0.481691167567334,0.296,0.185,0.00187449567477717,"4","CBWD2"
"TPM41",4.46268258964885e-08,1.02694301845112,0.531,0.46,0.00190735053881592,"4","TPM4"
"RPL21P11",4.69668459482115e-08,3.61313097113406,0.303,0.188,0.00200736299582656,"4","RPL21P11"
"PSME4",4.70082413331558e-08,1.10529190182568,0.265,0.163,0.00200913223457908,"4","PSME4"
"HSP90AB12",4.76816146651521e-08,0.466792913170361,0.826,0.85,0.0020379122107886,"4","HSP90AB1"
"AL109741.2",4.8144374827219e-08,0.444155434547728,0.254,0.149,0.00205769058011534,"4","AL109741.2"
"MT-ND51",5.74247429784725e-08,0.319642602521641,0.925,0.908,0.00245433351489991,"4","MT-ND5"
"AC098583.11",5.92372387917803e-08,1.43133853961405,0.385,0.259,0.00253179958596069,"4","AC098583.1"
"UBE2D31",5.98021227854526e-08,0.756675263572866,0.735,0.691,0.00255594272785025,"4","UBE2D3"
"TAF1D",6.40877023517013e-08,0.929584854336104,0.46,0.351,0.00273910839851171,"4","TAF1D"
"PPIAP22",7.32225274212345e-08,0.731235360490061,0.685,0.575,0.00312953082198356,"4","PPIAP22"
"FOSL11",7.63636407226076e-08,1.32166952555311,0.258,0.164,0.00326378200448425,"4","FOSL1"
"LPP1",1.10224408835142e-07,1.04364230723149,0.434,0.329,0.00471099123361396,"4","LPP"
"TMED101",1.13075776372618e-07,0.933369604653487,0.418,0.309,0.0048328586821657,"4","TMED10"
"RAB10",1.30308200274588e-07,1.3418412887126,0.331,0.229,0.00556937247973588,"4","RAB10"
"AC107032.11",1.41331237301932e-07,1.40109112134218,0.444,0.329,0.00604049708228458,"4","AC107032.1"
"NCBP21",1.41885308317274e-07,1.54612404213414,0.258,0.162,0.00606417807748027,"4","NCBP2"
"AC010343.1",1.47693940293271e-07,0.494911436174359,0.62,0.519,0.00631243900813441,"4","AC010343.1"
"RPL21P2",1.47700217221984e-07,1.10682226773006,0.263,0.162,0.0063127072840676,"4","RPL21P2"
"RPL23AP21",1.50083791560901e-07,0.929844169554475,0.46,0.329,0.0064145812513129,"4","RPL23AP2"
"KIAA00401",1.65200949326143e-07,0.435305337403251,0.364,0.247,0.00706068857419935,"4","KIAA0040"
"TFPI2",1.6717867669205e-07,0.42833594683799,0.615,0.461,0.00714521664181822,"4","TFPI"
"TUBA1C1",1.72813859503834e-07,1.12048866932259,0.531,0.433,0.00738606435519387,"4","TUBA1C"
"RHEBP2",1.96787933748865e-07,0.964922960181226,0.347,0.243,0.0084107162884265,"4","RHEBP2"
"CBWD5",2.22872313547019e-07,0.47783928500502,0.303,0.196,0.00952556268099959,"4","CBWD5"
"MIR4435-2HG",2.26824464410087e-07,1.19850089003294,0.305,0.207,0.00969447760888712,"4","MIR4435-2HG"
"EEF1B2P61",2.6049960673754e-07,0.410518310393146,0.373,0.268,0.0111337531919625,"4","EEF1B2P6"
"YWHAZ1",2.62281578341755e-07,0.599769908652158,0.754,0.734,0.0112099146583266,"4","YWHAZ"
"HNRNPK",2.87902539032109e-07,0.923980554519595,0.599,0.544,0.0123049545182323,"4","HNRNPK"
"AC023512.1",2.98261258553098e-07,0.751485107268963,0.268,0.168,0.0127476861905594,"4","AC023512.1"
"SLC39A141",3.14838925823361e-07,1.28784667275029,0.277,0.179,0.0134562156896905,"4","SLC39A14"
"LUC7L3",3.16771525444948e-07,0.89428708331133,0.538,0.442,0.0135388149975171,"4","LUC7L3"
"AC006483.1",3.18346403958388e-07,0.870514146984365,0.286,0.182,0.0136061253051815,"4","AC006483.1"
"H3F3B1",3.22743114397458e-07,0.341412310630903,0.901,0.902,0.0137940407093473,"4","H3F3B"
"MT-ATP61",3.28651891956509e-07,0.276190506864962,0.96,0.937,0.0140465818622212,"4","MT-ATP6"
"RPS14P81",3.56239364857712e-07,0.632719486531996,0.293,0.185,0.0152256704540186,"4","RPS14P8"
"NAMPTP12",3.56443252947447e-07,1.04459099766455,0.441,0.348,0.0152343846309739,"4","NAMPTP1"
"SNHG16",3.63082500226814e-07,1.05275093559141,0.265,0.175,0.015518146059694,"4","SNHG16"
"RPS26P311",3.7911439264485e-07,0.612602604670142,0.392,0.275,0.0162033491416409,"4","RPS26P31"
"MORF4L11",3.79256419185675e-07,0.510372847466039,0.678,0.604,0.0162094193559958,"4","MORF4L1"
"BTG31",4.25337959504838e-07,1.17521351542876,0.322,0.231,0.0181789443892368,"4","BTG3"
"EIF5",4.7651972617152e-07,0.550298576760067,0.73,0.69,0.0203664530965708,"4","EIF5"
"ZFHX31",4.94547823225472e-07,1.72144118275753,0.284,0.187,0.0211369739646567,"4","ZFHX3"
"PTPRG1",5.36503752237567e-07,0.853662827949341,0.371,0.257,0.0229301703706336,"4","PTPRG"
"COPS81",5.67024196769748e-07,1.14147872339109,0.31,0.215,0.024234614169939,"4","COPS8"
"RPS20P141",5.70144936455323e-07,0.815989806474589,0.631,0.54,0.0243679945841005,"4","RPS20P14"
"CDV31",5.82326340650525e-07,0.632004340681075,0.533,0.441,0.0248886277994035,"4","CDV3"
"HSPB12",6.01172686285388e-07,0.508677373366491,0.749,0.7,0.0256941206118375,"4","HSPB1"
"NDUFA6",6.30298084314761e-07,0.770251032626247,0.364,0.259,0.0269389401236129,"4","NDUFA6"
"AC079922.12",6.45148072281868e-07,0.4131896574017,0.507,0.389,0.027573628609327,"4","AC079922.1"
"NAA151",6.94662063780746e-07,1.23724366465943,0.296,0.197,0.0296898566059891,"4","NAA15"
"ANXA2P22",7.09120406640657e-07,0.656198796593303,0.688,0.59,0.0303078061798217,"4","ANXA2P2"
"PNPLA8",8.45794726188445e-07,1.14784899372272,0.31,0.225,0.0361492665972941,"4","PNPLA8"
"HIST1H4C1",8.63163052314942e-07,0.607109077829744,0.594,0.503,0.0368915888559406,"4","HIST1H4C"
"SNRPF1",9.05395321808921e-07,1.36597277416755,0.291,0.199,0.0386965960541133,"4","SNRPF"
"CLIC42",9.28344878751204e-07,1.08686855432992,0.427,0.322,0.0396774601178265,"4","CLIC4"
"RPL111",9.48503242889298e-07,0.490184048669052,0.777,0.753,0.0405390286010886,"4","RPL11"
"RPS7P11",1.03022229309904e-06,0.498372796627913,0.754,0.674,0.0440317008070528,"4","RPS7P1"
"DBI",1.0420454065601e-06,1.00819758548356,0.467,0.378,0.0445370206763786,"4","DBI"
"OSER11",1.0887762390317e-06,0.971236895151962,0.333,0.244,0.0465342964562151,"4","OSER1"
"AMD1",1.10810967654111e-06,0.77309733810195,0.549,0.437,0.0473606075753672,"4","AMD1"
"NFE2L2",1.12250827016501e-06,0.833334988137715,0.592,0.519,0.0479760034668525,"4","NFE2L2"
"AC116533.11",1.1690839696616e-06,0.461450796597279,0.655,0.548,0.0499666488633366,"4","AC116533.1"
"CYSTM11",1.21076362651352e-06,0.704070984186273,0.411,0.309,0.0517480373971877,"4","CYSTM1"
"AC133134.1",1.27405629386845e-06,0.513360036455875,0.265,0.168,0.0544531659999374,"4","AC133134.1"
"SON",1.31950923466135e-06,0.396153728428082,0.822,0.771,0.0563958246894261,"4","SON"
"GABARAP",1.53259925086889e-06,0.500504685248235,0.58,0.505,0.0655032919821363,"4","GABARAP"
"SNRPGP102",1.6138395283845e-06,0.602709021229381,0.437,0.344,0.0689755014431536,"4","SNRPGP10"
"AL450998.12",1.65839075079705e-06,0.761317638948304,0.437,0.332,0.0708796206890659,"4","AL450998.1"
"NDUFB9",1.70797208165924e-06,0.797276410239834,0.43,0.345,0.0729987267701159,"4","NDUFB9"
"LAPTM4A1",1.70970692370237e-06,0.41707223974627,0.65,0.566,0.0730728739190392,"4","LAPTM4A"
"FNIP11",1.84141425883361e-06,0.829496099391862,0.34,0.235,0.0787020454225483,"4","FNIP1"
"RAB1A",1.8800542289926e-06,0.954637922290502,0.516,0.434,0.0803535177471436,"4","RAB1A"
"UBE2N1",1.88921811666612e-06,0.903549527809049,0.35,0.265,0.0807451823063098,"4","UBE2N"
"PTMAP51",2.11303171023608e-06,1.17321122097003,0.819,0.789,0.0903109752954901,"4","PTMAP5"
"ATF4P3",2.19918493703224e-06,0.724753577184741,0.312,0.212,0.0939931642087578,"4","ATF4P3"
"TIMM17A",2.44856526017646e-06,1.30097221056503,0.256,0.174,0.104651679219942,"4","TIMM17A"
"RPL36A1",2.4912812765328e-06,0.434442010141515,0.777,0.709,0.106477361759012,"4","RPL36A"
"ARFGAP3",2.55859884813776e-06,0.998636567638135,0.272,0.186,0.109354514769408,"4","ARFGAP3"
"COX7B",2.82360836168743e-06,0.817745597408417,0.451,0.359,0.120681021378521,"4","COX7B"
"RPS161",2.85406704490157e-06,0.341502396665765,0.824,0.808,0.121982825499093,"4","RPS16"
"RHEB",2.85903840212824e-06,0.824628644295588,0.411,0.329,0.122195301306961,"4","RHEB"
"AL033519.2",2.93763954143561e-06,1.17486429148307,0.469,0.35,0.125554714000958,"4","AL033519.2"
"RPS8",3.18694283180741e-06,0.400786747086152,0.854,0.821,0.136209936631449,"4","RPS8"
"EIF2S31",3.2099090137199e-06,0.633839591579723,0.646,0.551,0.137191511246388,"4","EIF2S3"
"BZW1P2",3.29442830231137e-06,0.917875935955114,0.308,0.22,0.140803865640788,"4","BZW1P2"
"RPL35P2",3.68259047024908e-06,0.733654919319386,0.305,0.204,0.157393916698446,"4","RPL35P2"
"NDUFS5",3.75607456748531e-06,0.437234146122415,0.57,0.48,0.160534627014322,"4","NDUFS5"
"MTND5P111",3.81596806343599e-06,0.340170507810496,0.495,0.363,0.163094475031254,"4","MTND5P11"
"AC090498.11",3.97849825544431e-06,0.277443492128229,0.908,0.839,0.17004101543769,"4","AC090498.1"
"PRELID3B1",4.38082745838168e-06,0.897765452077098,0.296,0.202,0.187236565571233,"4","PRELID3B"
"PCNP",4.4026870731059e-06,0.922809682093405,0.397,0.319,0.188170845504546,"4","PCNP"
"CCT6A1",4.50408964108795e-06,1.16906677676516,0.399,0.324,0.192504791260099,"4","CCT6A"
"SELENOS",4.68681927235446e-06,1.35763568222083,0.364,0.291,0.20031465570043,"4","SELENOS"
"HNRNPCP21",5.56360144041596e-06,0.832225371545205,0.415,0.328,0.237788325563378,"4","HNRNPCP2"
"HNRNPH3",5.82813828066274e-06,1.12087618912053,0.354,0.27,0.249094630115526,"4","HNRNPH3"
"SLIRP1",6.02852775958196e-06,0.984434056467186,0.43,0.341,0.257659276444533,"4","SLIRP"
"MAPK1IP1L",6.33310215647111e-06,0.98075883641635,0.446,0.358,0.270676786167575,"4","MAPK1IP1L"
"SNRPG1",6.35345882503649e-06,0.58195290407883,0.488,0.412,0.27154683018206,"4","SNRPG"
"DDX211",6.42797873049335e-06,0.653535892510762,0.566,0.479,0.274731810941286,"4","DDX21"
"CHSY11",6.88981513054341e-06,0.81030006667398,0.366,0.273,0.294470698679425,"4","CHSY1"
"PTMA1",6.94796442776766e-06,0.267016083283206,0.92,0.913,0.29695599964279,"4","PTMA"
"HIF1A1",7.72182365969635e-06,0.79879666952594,0.373,0.268,0.330030743215422,"4","HIF1A"
"STRAP",7.96072798519457e-06,0.99006965211325,0.378,0.303,0.340241514087216,"4","STRAP"
"NUCKS1",7.9978353649312e-06,0.641246447187313,0.549,0.442,0.34182748349716,"4","NUCKS1"
"UFM1",8.08404911880264e-06,0.961491593480971,0.354,0.265,0.345512259337625,"4","UFM1"
"ATP5PO",8.66261044287047e-06,0.635309484476052,0.43,0.351,0.370239970328284,"4","ATP5PO"
"DCUN1D1",8.83446586774671e-06,1.22696972999419,0.258,0.175,0.377585071187494,"4","DCUN1D1"
"SKP11",9.70476067573655e-06,0.528608859944226,0.692,0.636,0.41478147128098,"4","SKP1"
"SELENOP1",1.01967437603393e-05,0.374717476811144,0.5,0.405,0.4358088283169,"4","SELENOP"
"RBBP61",1.02388554291071e-05,0.909735393527219,0.432,0.348,0.437608681040037,"4","RBBP6"
"DEGS1",1.07404179103986e-05,0.821115815958231,0.319,0.228,0.459045461490434,"4","DEGS1"
"BANF1",1.14465202747466e-05,0.983946698439602,0.343,0.267,0.489224276542668,"4","BANF1"
"ATP5F1A",1.15872343916767e-05,0.669768379801412,0.432,0.377,0.495238397900262,"4","ATP5F1A"
"SNRPGP151",1.19158233480599e-05,0.274272244913769,0.399,0.304,0.509282289896078,"4","SNRPGP15"
"HSPA8P5",1.22536811446843e-05,0.282549129854629,0.343,0.242,0.523722332123808,"4","HSPA8P5"
"TBCA",1.28981641213804e-05,0.762762805924818,0.364,0.268,0.551267534547797,"4","TBCA"
"RPS261",1.3062384282465e-05,0.472296816930458,0.838,0.806,0.558286304232556,"4","RPS26"
"MAX",1.36866809617927e-05,0.916233239829249,0.296,0.212,0.58496874430702,"4","MAX"
"RPS201",1.47442592440386e-05,0.362167478200416,0.878,0.832,0.63016964009021,"4","RPS20"
"VDAC1",1.50225905000681e-05,0.527758998792228,0.298,0.213,0.642065517972912,"4","VDAC1"
"MTATP8P1",1.53351532791876e-05,0.651166774327283,0.357,0.26,0.655424451152476,"4","MTATP8P1"
"DUT1",1.60738310992976e-05,1.12327108514448,0.265,0.188,0.686995541183981,"4","DUT"
"MAFF1",1.62556625790835e-05,1.2528056256914,0.401,0.333,0.694767018630029,"4","MAFF"
"RPS15AP17",1.62961425181865e-05,0.519209837072491,0.27,0.182,0.696497131227289,"4","RPS15AP17"
"ERRFI11",1.71323962471558e-05,0.878856804306619,0.336,0.243,0.73223861560344,"4","ERRFI1"
"USP47",1.71412182762598e-05,1.18509172677415,0.254,0.172,0.732615669127344,"4","USP47"
"EMP23",1.74536329426279e-05,0.785489280327449,0.43,0.341,0.745968271967915,"4","EMP2"
"FOXO31",1.75025950562036e-05,0.982252770600688,0.427,0.337,0.74806091270214,"4","FOXO3"
"TRA2A1",1.78961247707195e-05,0.644242373950518,0.744,0.684,0.764880372700549,"4","TRA2A"
"TRIB11",1.79847084422676e-05,0.701947610091368,0.343,0.252,0.768666438822517,"4","TRIB1"
"NOP58",1.82176358240118e-05,0.764877352842735,0.592,0.532,0.778621755118266,"4","NOP58"
"AL133415.11",1.82836216255308e-05,0.552692599111051,0.333,0.243,0.781441988275187,"4","AL133415.1"
"SNRPN",1.86264321235302e-05,0.745017184903502,0.312,0.229,0.796093708959683,"4","SNRPN"
"TGFBR32",2.25350895356522e-05,0.419858741116848,0.509,0.391,0.963149726753776,"4","TGFBR3"
"SRP9P11",2.32757320060391e-05,0.506428910861446,0.305,0.219,0.994804785938113,"4","SRP9P1"
"RPL36AP211",2.47636604419528e-05,0.287428823858301,0.451,0.35,1,"4","RPL36AP21"
"KPNA4",2.49246567687811e-05,0.71348924345426,0.338,0.252,1,"4","KPNA4"
"PPP2CB1",2.53504921159081e-05,1.44933534187898,0.272,0.199,1,"4","PPP2CB"
"AGO2",2.56439752638106e-05,0.898577592652293,0.401,0.313,1,"4","AGO2"
"MIF2",2.63458301103218e-05,0.435692161294093,0.486,0.39,1,"4","MIF"
"AC090543.21",2.7931847788803e-05,0.460701351863946,0.345,0.248,1,"4","AC090543.2"
"NOLC11",2.85643315679659e-05,1.10226050719529,0.333,0.254,1,"4","NOLC1"
"SRSF71",3.06305335557933e-05,0.614590644722315,0.599,0.563,1,"4","SRSF7"
"PCM1",3.10637025547075e-05,1.26327022397069,0.347,0.265,1,"4","PCM1"
"DNAJA12",3.26759761874269e-05,0.464433625680081,0.784,0.757,1,"4","DNAJA1"
"SRSF11",3.27100234046216e-05,0.725437270461014,0.533,0.481,1,"4","SRSF11"
"PTMAP21",3.37438956232004e-05,0.330019283149644,0.805,0.745,1,"4","PTMAP2"
"SNRPD21",3.4229676268684e-05,0.541345261861804,0.547,0.486,1,"4","SNRPD2"
"SET1",3.58451903581574e-05,0.867238166045895,0.674,0.603,1,"4","SET"
"DHX151",3.69529206208749e-05,1.01848727447843,0.296,0.222,1,"4","DHX15"
"UQCRB1",3.87224075080008e-05,0.42940273542497,0.57,0.495,1,"4","UQCRB"
"EEF1DP1",4.12092987636411e-05,0.770945196529969,0.338,0.249,1,"4","EEF1DP1"
"RSL24D1",4.28190083850294e-05,0.73566442332305,0.369,0.296,1,"4","RSL24D1"
"SYNCRIP",4.48682834806354e-05,0.651937672227298,0.305,0.225,1,"4","SYNCRIP"
"PLSCR12",4.83861215093983e-05,1.03082502925509,0.406,0.346,1,"4","PLSCR1"
"UBA521",5.01079845809575e-05,0.452431585251738,0.77,0.741,1,"4","UBA52"
"NAP1L1",5.04994856514083e-05,0.604419930904565,0.57,0.495,1,"4","NAP1L1"
"EIF3J1",5.2924684937032e-05,0.847672295543785,0.42,0.331,1,"4","EIF3J"
"GRPEL11",5.80574542880261e-05,1.0248508867811,0.284,0.215,1,"4","GRPEL1"
"GDI2",5.92850384697111e-05,0.94474461431394,0.491,0.419,1,"4","GDI2"
"CAMTA11",6.82757949656165e-05,0.973738253110353,0.317,0.243,1,"4","CAMTA1"
"AHI11",8.40281346197133e-05,1.23177718757917,0.336,0.261,1,"4","AHI1"
"SRSF10",8.55477199206453e-05,0.71100970901452,0.394,0.319,1,"4","SRSF10"
"AP001000.11",9.23109057259534e-05,0.63941362965893,0.453,0.385,1,"4","AP001000.1"
"PNRC22",9.52629730403017e-05,1.08859344013356,0.465,0.412,1,"4","PNRC2"
"PEBP11",0.000106010902613036,0.597277181639427,0.423,0.349,1,"4","PEBP1"
"SMG1",0.000108210081565745,0.595358867698491,0.3,0.21,1,"4","SMG1"
"RPL9P9",0.000112831484469515,0.526711673591521,0.378,0.287,1,"4","RPL9P9"
"SLC25A3",0.000114008259733028,0.496026086194335,0.477,0.42,1,"4","SLC25A3"
"NOP56",0.000115095851403601,0.704964639981649,0.343,0.268,1,"4","NOP56"
"TOMM51",0.000117343749280567,0.74855875186808,0.383,0.312,1,"4","TOMM5"
"SNRPD1",0.000119391795759818,0.8083172983689,0.286,0.217,1,"4","SNRPD1"
"AP001267.51",0.000120091803246785,0.646230456655242,0.277,0.194,1,"4","AP001267.5"
"RPL30P41",0.000139501329973257,0.343703609317857,0.502,0.402,1,"4","RPL30P4"
"SAR1A1",0.00016303930051897,0.726541043024255,0.62,0.555,1,"4","SAR1A"
